video_id,question_id,question_type,timestamp (s),question,correct_answer
2776,5.0,intention reasoning,3.8,how can i find more information about the race against hiv?,visit www.meraevents.com
2776,10.0,intention reasoning,7.2,what are the routes of the red ribbon run?,"walk 2k, run 5k & 10k"
2777,5.0,intention reasoning,3.8,how to register for the red ribbon run?,at www.redribbonrun.com
2778,8.0,intention reasoning,5.5,which organization's vehicle is celebrating its 21st anniversary?,saboo rks
2779,2.0,intention reasoning,2.2,"where shows more information about the event at people's plaza on december 1, 2018?", at people's plaza on the red ribbon run banner
2779,7.0,intention reasoning,5.5,what are the distances i can choose to walk or run at the red ribbon run event?,2k and 5k & 10k
2779,8.0,intention reasoning,5.5,where can i register for the red ribbon run event mentioned on the bus?,www.meraevents.com
2782,8.0,intention reasoning,5.5,which license plate should i look for to identify the auto-rickshaw?,ts 13 ubz 873
2782,9.0,intention reasoning,7.2,where can i find the advertisement for the tvs raider motorcycle?,on the back of the auto-rickshaw
2784,10.0,intention reasoning,7.2,what type of items can be find at the mini pan shop?,pan-related items
2785,5.0,intention reasoning,3.8,where can i buy some milk or cheese?,masqati dairy products
2785,7.0,intention reasoning,5.5,what kind of products can i buy from the shah pan shop?,pan (betel leaves) and related products
2785,9.1,intention reasoning,7.2,are there any shops selling dairy products?,masqati dairy
2785,9.2,intention reasoning,2.2,are there any shops selling dairy products?,masqati dairy
2785,12.0,intention reasoning,8.8,are there any vehicles or obstacles obstructing my path to shah pan shop?,"no, there is a clear path with no major obstructions"
2795,8.0,intention reasoning,5.5,are there any pharmacies?,nature's care pharmaceutical co
2795,12.0,intention reasoning,8.8,how can i get information about digital services?,contact the person wearing the jio digital life shirt
2798,9.0,intention reasoning,7.2,how busy is picnic land now?,the number of people and vehicles are so large
2804,10.1,intention reasoning,7.2,are there any mobile phone stores nearby?,li son mobiles sales & service
2804,10.2,intention reasoning,1.1,are there any mobile phone stores nearby?,there is no mobile phone store nearby
2808,12.0,intention reasoning,8.8,where can i buy clothes?,lakshmi textiles
2814,7.0,intention reasoning,5.5,what is the telephone number for the advertising inquiry above the booth?,88854 88856
2817,6.0,intention reasoning,5.5,where is the nearest place i can find public toilets?,near the signage on the right side of the road
2817,9.0,intention reasoning,7.2,what contact number can i call to enroll my child in the chirec international school?,9866461201
2819,9.0,intention reasoning,7.2,which institute can i approach for cancer care?,american oncology institute
2822,5.0,intention reasoning,3.8,which hospital offer specialized cancer care?,american oncology institute
2825,2.0,intention reasoning,2.2,what services can i find at the citizens specialty hospital?,the services shown on the billboard
2827,5.0,intention reasoning,3.8,how do i get to the bathroom?,follow the sign indicating toilets near the traffic signal
2827,10.0,intention reasoning,7.2,what might be the best place nearby to get my car's air conditioning checked?,auto cool car a/c
2838,14.0,intention reasoning,8.8,which store signs should i look for to locate kritunga?,mid land and hdfc bank
2846,5.0,intention reasoning,3.8,are there any traffic signals or indications near hotel swagath that i need to watch out for?,"no, there are no traffic signals near the hotel"
2849,12.0,intention reasoning,8.8,what signs should i look for to get help from the traffic police?,traffic police
2850,1.0,intention reasoning,2.2,"what is the speed limit, and are there any traffic rules ?","the speed limit is 40, and you must follow traffic rules as indicated by cyberabad traffic police"
2850,14.0,intention reasoning,8.8,where can i find an advertisement for women's treasures?,on the side of a bus
2854,2.0,intention reasoning,2.2,where can i find the master key to neuro care center and spine?,prathima hospitals
2862,15.0,intention reasoning,7.8,where can i find contact information for healix?,on the pole with the pedestrian crossing sign
2864,11.0,intention reasoning,7.2,"i need to go straight ahead,which bus routes should i avoid ?",yellow buses
2864,12.0,intention reasoning,8.8,where can i find the follow traffic rules information ?,on the traffic sign at the right
2866,1.0,intention reasoning,2.2,which bus should i follow to reach phoenix greens school?,follow the yellow bus with the website www.phoenixgreens.com on the back
2868,14.0,intention reasoning,8.8,which bus company does the bus on the right belong to?,orange
2878,5.0,intention reasoning,3.8,what is the phone number of prathima hospital?,43 45 43 45
2878,6.0,intention reasoning,5.5,what causes may be involved in traffic congestion?,the kennedy high bus obstructing the road
2878,7.0,intention reasoning,5.5,"which school does the yellow bus belong to, and what is their contact number?","kennedy high the global school, 6464647768"
2878,11.0,intention reasoning,7.2,"where can i find more information about kennedy high school, an international school?",www.kennedyhighglobalschool.com
2878,13.0,intention reasoning,8.8,which bus number do i need to take to reach pudami schools?,bus number 10
2879,4.0,intention reasoning,3.8,what is the route of this yellow school bus?,10
2879,5.0,intention reasoning,3.8,where can i park my car without getting in the way of the buses as shown?,in a designated parking area away from the bus lanes
2879,8.0,intention reasoning,5.7,which vehicle has the license plate ts08 fa 6030?,the hyundai creta
2882,9.0,intention reasoning,7.2,where can i find the possible emergency exit details on the yellow bus?,at the rear side
2885,7.0,intention reasoning,5.5,how do i find the most awarded school in telangana?,follow the phone number on the green billboard
2893,1.0,intention reasoning,2.2,what is the speed limit on this road?,40 km/h
2896,5.0,intention reasoning,3.8,which vehicles should i be cautious about when i approach the srikara hospital billboard?,"i should be cautious about the red bus, the yellow bus, and the blue truck"
2900,2.0,intention reasoning,2.2,which phone number is about the hospitals?,040 4747 0000
2913,15.0,intention reasoning,9.5,how should i adjust my driving to maintain safety based on the texts and signs on the truck and the side of the road?,use the horn to signal and prepare for a merge to the right
2923,10.0,intention reasoning,8.5,what services can i find at the saiteja diesel service shop?,diesel engine services
2923,15.0,intention reasoning,9.5,"should i make a stop at the car wash now, considering the traffic conditions?","yes, the traffic looks clear ahead, so it's a good time to stop at the car wash"
2933,3.0,intention reasoning,3.8,"what other vehicles from different states shown, and what are their license plate details?",ap 28 0x3413 and ts 15 ef 8730
2934,3.0,intention reasoning,3.8,how can i identify the gray car based on its license plate ?,ts 15 ef 8730
2934,12.0,intention reasoning,8.8,where should i look for the servicing and sales contact for bellary motors?,rear window of a black scorpio
2934,13.0,intention reasoning,8.8,what should i do to contact bellary motors for service?,call them at the phone number provided
2935,4.0,intention reasoning,3.8,where can i find the sales and service contact number for bellary motors?,on the back windshield of the black suv
2935,14.0,intention reasoning,8.8,which dealer has the license plate ka 34 m 3430?,bellary motors
2936,3.0,intention reasoning,3.8,"what vehicles appear to be involved in a traffic jam, and how are they positioned in relation to each other?","a black suv in front of me, a motorbike to its right, and a car ahead of the bike"
2936,13.0,intention reasoning,8.8,what should i do to get in touch with bellary motors for sales or service?,call the phone number provided on the rear windshield
2937,11.0,intention reasoning,7.2,what should i be aware of while following the direction of the traffic police sign?,follow the instructions and be prepared to u-turn
2937,13.0,intention reasoning,8.8,what is the traffic police's contact number for emergencies or inquiries?,040-23032089
2940,1.0,intention reasoning,2.2,what is the phone number i should call for out space advertising services?,9985 999 888
2940,10.0,intention reasoning,7.2,what services are available at the photography/videography studio?,"photo frames, flex and vinyl, video editing, laminations, personalized gifts"
2942,1.0,intention reasoning,2.2,how can i learn more about the facilities mentioned on the high tammy billboard?,visit gautami's website or contact their phone number “970420 4567” or “996392 1111”
2942,4.0,intention reasoning,3.8,where can i find the phone number for the gautami educational institute?,the phone number is on the billboard above the building on the right side of the road
2942,8.0,intention reasoning,5.5,where can i find information for hair loss treatment?,on the billboard for arshi skin & hair clinic
2942,9.0,intention reasoning,7.2,can you tell me the contact number for the arshi skin & hair clinic?,040-48 55 55 55
2942,15.0,intention reasoning,7.8,where offer free eye exams?,glaxosmithkline ophthalmology
2946,11.0,intention reasoning,7.2,where should i look for more information about arbor's developments?,a large billboard
2949,7.0,intention reasoning,5.5,what company can i reach out to for turbochargers?,sugna turbo
2969,11.0,intention reasoning,7.2,what is the phone number for mini aasara school in hyderabad?,on the green billboard
2970,6.0,intention reasoning,5.5,where can i find the contact number for leadspace?,on the signboard stating leadspace 738001111
2970,10.0,intention reasoning,7.2,what are the sale dates for the ikea hitec city sale and what type of deals are being promoted?,"the sale dates are from 22nd december to 13th january, and the type of deals promoted are amazing products and crazy prices"
2970,11.0,intention reasoning,7.2,which school claims to be the most awarded in telangana and what is their contact number?,the school is epistemo and their contact number is 9248 111 441
2970,12.0,intention reasoning,8.8,where can i find information about the recent admissions success for the meru international school?,you can find information on the billboard that says thank you mom and dad for trusting meru
2977,8.0,intention reasoning,5.5,are there any billboard advertising companies?,bhaskar ads
2978,2.0,intention reasoning,2.2,what is the phone number for information about renting office space?,leadspace 7396001111
2978,9.0,intention reasoning,7.2,how many phones is in the outer space ad?,9985 999 888
2978,11.0,intention reasoning,7.2,where can i have my car serviced?,team upm services
2979,4.0,intention reasoning,3.8,where can i get information about the advertisement on the large billboard on the left?,hilight 9849000056 9849041316
2979,6.0,intention reasoning,5.5,what is the phone number for out space?,9985 999 888
2979,7.0,intention reasoning,5.5,"what contact number should i use to reach rangeela events for decorations, projects, and sound services?",9848692594
2979,8.0,intention reasoning,5.5,which company can provide office space?,out space
2980,1.1,intention reasoning,2.2,what is the phone number for hilight advertising company?,"9849000056, 9849041316"
2980,1.2,intention reasoning,7.8,what is the phone number for hilight advertising company?,"9849000056, 9849041316"
2981,6.0,intention reasoning,5.5,where can i find a bookstore?,you should head to navachethana book house
2983,3.0,intention reasoning,3.8,which vehicle should i be mindful of ?,be mindful of the red mail truck with the stop sign on the back
2988,7.0,intention reasoning,5.5,what should i be aware of regarding noise regulations?,horn prohibited
2988,12.0,intention reasoning,8.8,"the red van in front of me stops suddenly,what should i do?",stop as indicated by the stop sign on the van
2989,13.0,intention reasoning,8.8,what type of services does the 'ahuja sound mart' store offer?,audio and sound equipment services
2990,8.0,intention reasoning,5.5,are there any electronics stores nearby?,kalidas electronics
2995,1.0,intention reasoning,2.2,which atm can i use?,dena atm
2995,3.0,intention reasoning,3.8,what is the traffic rule i should follow?,compul sory keep left
2995,5.0,intention reasoning,3.8,what should i do?,go slow
2999,5.0,intention reasoning,3.8,"which auto rickshaw has the license plate that starts with ts, and is it moving forward or waiting in traffic?",the auto rickshaw with the license plate number ts 07 fj 4535 is moving forward
2999,9.0,intention reasoning,7.2,what should i pay attention to when passing through?,the construction barriers and signs
2999,10.0,intention reasoning,7.2,how can i get to subsubst-9?,follow the arrow pointing to subsubst-9
3000,4.0,intention reasoning,3.8,what should i do when i approach the sign ?,slow down 
3000,6.0,intention reasoning,5.5,what type of vehicle is the car with the license plate ts 13 ub4860?,an auto rickshaw
3000,13.0,intention reasoning,8.8,why do i need to go slow along this road?,because there is a danger deep excavation sign
3000,15.0,intention reasoning,7.8,how should i be careful about the sign while driving here?,slow down 
4001,1.0,intention reasoning,2.2,where can i learn more about french croute van services ?,visit the website www.thefrenchcroute.co.uk
4001,2.0,intention reasoning,2.2,which bus goes to wood green?,take the 29 bus.
4001,3.0,intention reasoning,3.8,what payment method is suggested for traveling bus?,use contactless payment card
4001,8.0,intention reasoning,5.5,which website to visit to book the classic tour?,theclassictour.com
4001,10.0,intention reasoning,7.2,how can i learn more about the classic tour?,call us now! 0844 318 7655
4003,7.0,intention reasoning,5.5,what health-related products or services can i find in boots?,pharmacy
4008,2.0,intention reasoning,2.2,where might i find information about taking a classic tour of london?,on the bus with the text classic tour.
4008,8.0,intention reasoning,5.5,which bus should i take to get to wood green?,the bus numbered 29
4015,1.0,intention reasoning,2.2,what is the website of the company offering wholesale catering services ?,www.thefrenchcomte.co.uk
4015,2.0,intention reasoning,2.2,where should i look for emergency assistance from the incident response team?,on the red van to the left
4016,3.0,intention reasoning,3.8,how can i use quandoo to find a restaurant?,use the quandoo app or website 
4018,6.0,intention reasoning,5.5,"what tourist service provides hop-on hop-off bus tours, and where can i get tickets for that?",the service is marked with hop-on hop-off and tickets are available at the kiosk near this sign
4031,3.0,intention reasoning,3.8,which website should i visit for more information about 'the french comté' business?,www.thefrenchcomte.co.uk
4031,10.0,intention reasoning,7.2,"what services does the company on the white van offer, and how could they help me with an event i'm planning?","they offer fromage charcuterie wholesale catering, which can provide cheese and charcuterie platters for your event"
4031,11.0,intention reasoning,7.2,where should i look for emergency service assistance?,look for the incident response van with red and yellow stripes
4031,15.0,intention reasoning,7.8,what should i look for to identify the van's license plate offering wholesale catering?,lf66 vxx
4035,2.0,intention reasoning,2.2,where can i find more information about the famous charcuterie wholesale catering services?,www.thefrenchcomte.co.uk
4035,6.0,intention reasoning,5.5,"if i need catering services, which type of products does the van's company provide?",fromage charcuterie wholesale catering
4036,3.0,intention reasoning,3.8,could you tell me the phone number of the bowles & wyer van nearby?,01296 662 439
4036,8.0,intention reasoning,5.5,"which company should i contact for landscaping services, and what is their phone number?","bowles & wyer, 01296 862 439"
4051,12.0,intention reasoning,8.8,where can i inquire about leasing office space at wingate house?,contact the number listed on the leasing sign
4063,1.0,intention reasoning,2.2,which company should i contact for inspiring event furniture?,hire it
4063,2.0,intention reasoning,2.2,where can i order flowers from for delivery?,isle of flowers
4063,3.0,intention reasoning,3.8,what is the phone number i can call to hire event furniture?,0203 176 6848
4063,6.0,intention reasoning,5.5,can you tell me the phone number for isle of flowers?,020 7713 8048
4063,9.0,intention reasoning,7.2,where can i find the contact number for isle of flowers?,on the van next to the logo
4065,4.0,intention reasoning,3.8,where should i contact to hire event furniture from the 'hire it' truck?,www.hireit-eventfurniture.com
4065,9.0,intention reasoning,7.2,which company provides inspiring event furniture?,hire it
4065,10.0,intention reasoning,7.2,what are the contact details for hire it?,"info@hireit-eventfurniture.com, 0203 176 6848"
4065,11.0,intention reasoning,7.2,where can i order flowers online and what phone number should i call for isle of flowers?,"www.isleofflowers.co.uk, 020 7713 8048"
4065,14.0,intention reasoning,8.8,where can i find the contact details to order flowers from isle of flowers?,on the van's text with order online
4066,1.0,intention reasoning,2.2,which company should i contact to get waste disposal services?,francor waste collection services
4066,12.0,intention reasoning,8.8,where should i go to donate items?,royal trinity hospice
4068,14.0,intention reasoning,8.8,which shop should i go to to print some photos?,snappy snaps
4070,1.0,intention reasoning,2.2,what's the contact email to inquire about the event furniture?,info@hire-it-eventfurniture.com
4070,2.0,intention reasoning,2.2,which company should i contact for event furniture rentals?,hire it
4072,3.0,intention reasoning,3.8,where can i find more information about the services offered by hire it?,on the rear of the truck from the website mentioned
4079,1.0,intention reasoning,2.2,which store should i head to to buy a new laptop?,currys pc world
4079,8.0,intention reasoning,5.5,what is the phone number of the isle of flowers service to place an order?,020 7713 8048
4083,11.0,intention reasoning,7.2,which bus should i take to reach chiswick?,70
4087,2.0,intention reasoning,2.2,where can i get my phone repaired in this area?,tech repairs
4087,9.0,intention reasoning,7.2,"how can i find contact information for 'phs group,' and what services do they provide?",website and phone number;washroom services
4093,5.0,intention reasoning,3.8,which website can i visit to learn more about the event furniture company?,www.hireit-eventfurniture.com
4093,6.0,intention reasoning,5.5,can you tell me what the contact phone number is for the hire it company?,0203 176 6848
4093,9.0,intention reasoning,7.2,who can i contact via email for specific questions about hiring event furniture?,info@hireit-eventfurniture.com
4098,3.0,intention reasoning,0.2,which website should i visit to hire event furniture from 'hire it'?,www.hireit-eventfurniture.com
4100,10.0,intention reasoning,7.2,what's the best way to contact someone to inquire about renting one of these stalls?,look for a contact number or email on the stalls to let sign
4110,13.0,intention reasoning,8.8,which company should i contact for mechanical services and plumbing repairs,metro mechanical services
4111,2.0,intention reasoning,0.2,what's the speed limit here,30 km/h
4115,8.0,intention reasoning,5.5,what is the website for the subzero delivery service?,www.subzero.co.uk
4115,12.0,intention reasoning,8.8,which directions should i go to drink a coffee?,straight ahead to costa
4117,1.0,intention reasoning,2.2,what phone number should i call for bus driver vacancies?,0800 389 9799
4117,5.0,intention reasoning,3.8,where can i find information on bus driver vacancies?,www.go-ahead-london.com
4118,2.0,intention reasoning,2.2,what contact number should i call for salon services delivery?,0208 4512410
4118,15.0,intention reasoning,7.8,who should i contact to get cleaning supplies for my new apartment?,mustang cleaning supplies
4120,12.0,intention reasoning,8.8,what’s the phone number i should call for plumbing services?,0207 139 8635
4120,13.1,intention reasoning,8.8,what kind of services are available at tavo express?,food & wine
4120,13.2,intention reasoning,0.2,what kind of services are available at tavo express?,there is no  tavo express  here
4121,5.0,intention reasoning,3.8,where can i apply for bus driver vacancies?,www.go-ahead-london.com
4121,9.0,intention reasoning,7.2,which bus should i take to travel this route again?,14
4123,11.0,intention reasoning,7.2,how can i unlock the santander cycles?,just hire with your bank card
4124,14.0,intention reasoning,8.8,what number can i contact to get all trades services?,0800 644 0200
4125,3.0,intention reasoning,3.8,which company should i contact for motorcycle recovery services?,"bikermedics, motorcycle recovery"
4125,4.0,intention reasoning,3.8,what contact information do i need in case my motorcycle breaks down around here?,bikermedics@gmail.com
4125,7.0,intention reasoning,5.5,what are the contact details for bikermedics should i need to contact them for motorcycle recovery?,07903 194450
4125,14.0,intention reasoning,0.2,what services does the bikermedics van provide?,motorcycle recovery
4127,3.0,intention reasoning,3.8,what website should i visit to find more information about anchor door systems?,www.anchordoorsystems.co.uk
4128,4.0,intention reasoning,3.8,how can i find public restrooms?,follow the sign pointing to toilets harbour playground
4163,5.0,intention reasoning,3.8,what number should i call for services of barry bros security?,020 7262 9009
4165,2.0,intention reasoning,2.2,what’s the contact number i should call to arrange a same-day courier service from santis global?,020 7232 2220
4165,3.0,intention reasoning,3.8,where can i find more information about santis global's services online?,www.santisglobal.com
4165,11.0,intention reasoning,7.2,which services does the courier company in front offer that might be useful for my overnight shipping needs?,uk overnight courier
4165,13.0,intention reasoning,8.8,what service can i contact santis global?,sameday courier
4183,1.0,intention reasoning,2.2,how do i contact barry bros security?,you can call 020 7262 9009
4191,1.0,intention reasoning,2.2,how can i contact barry bros security?,020 7262 9009
4191,6.0,intention reasoning,5.5,what is the website i can visit to get more information about barry bros security services?,barrybros.com
4193,2.0,intention reasoning,2.2,are passengers on this tour allowed to get on and off whenever they want?,yes
4201,8.0,intention reasoning,5.5,where can i call if i need service from the company on the left?,01424 422666
4209,2.0,intention reasoning,1.0,what number should i call for security service assistance?,020 7262 9009
4209,3.0,intention reasoning,3.8,"which vehicle is in front of me, and what is its license plate?","white and blue van, ln14 txj"
4209,4.0,intention reasoning,3.8,where can i find the contact number for barry bros security?,on the back of the van
4228,1.0,intention reasoning,2.2,"what kind of services does w.i. freight offer, and how might that influence my decision to follow this truck through the traffic?",worldwide shipping services
4231,6.0,intention reasoning,5.5,"which company can i contact for construction services, and what is their contact information?","geze, 08456 77 77 81"
4231,12.0,intention reasoning,8.8,how can i get in touch with the company that provides improving systems for door solutions and movable walls?,www.geze.co.uk
4231,15.0,intention reasoning,7.8,which company should i contact to get rail services?,colas rail
4235,6.0,intention reasoning,5.5,which company should i contact for door systems solutions or repairs?,geze
4235,8.0,intention reasoning,5.5,where can i sell some gold jewelry that i have?,we buy gold
4240,12.0,intention reasoning,8.8,"if i want to know more about the services of north bridge house, where could i possibly find this information?",www.northbridgehouse.com
4241,14.0,intention reasoning,8.8,where can i find the 'mini cabs' service to call for a taxi?,near cafe benjamin
4242,1.0,intention reasoning,2.2,what time do i need to leave the sainsbury's store by to make sure i don't miss their closing time?,open every day 7am - midnight
4242,3.0,intention reasoning,0.2,which way should i avoid driving?,bus lane
4245,2.0,intention reasoning,2.2,what hours should i avoid this road to skip congestion charges?,mon-fri 7am-6pm
4247,15.0,intention reasoning,7.8,how can i find the tattoo shop?,walk straight and you’ll see the tattoo shop on the right side under the tattoo piercing sign
4252,5.0,intention reasoning,3.8,could you tell me what promotions are currently available at subway?,subway savers 99p
4252,11.0,intention reasoning,7.2,what should i be cautious of due to the construction activity ahead?,diverted traffic
4255,5.0,intention reasoning,3.8,which speed limit am i meant to adhere to while driving down this road?,20
4257,5.1,intention reasoning,3.8,where should i go for a meal?,gaucho
4257,5.2,intention reasoning,8.8,where should i go for a meal?,pizzaexpress
4258,10.0,intention reasoning,7.2,what is the phone number i should call to inquire about the let by property?,0208 559 1122
4259,11.1,intention reasoning,7.2,which shop could i go for my dry cleaning?,golden dry clean
4259,11.2,intention reasoning,1.0,which shop could i go for my dry cleaning?,there is no dry cleaning place here
4260,7.1,intention reasoning,5.5,which bus lane rules do i need to follow?,you must drive in designated lanes only and avoid the bus lane
4260,7.2,intention reasoning,9.0,which bus lane rules do i need to follow?,the speed limit is 20
4267,6.0,intention reasoning,5.5,what indicates that camden market is open for visitors today?,the sign says camden market come in we're open
4268,6.0,intention reasoning,5.5,"what store should i visit for home improvement supplies, and which sign helps me stay within the speed limit?",the b&q store and 20 mph
4273,2.0,intention reasoning,2.2,which bus route should i take for archway?,route 17
4273,9.0,intention reasoning,7.2,could you tell me the license plate of the range rover in front of me?,ya66 acf
4273,11.0,intention reasoning,7.2,during what hours do i need to be mindful of the congestion charge when driving in this area?,mon - fri 7am - 6pm
4280,6.0,intention reasoning,5.5,where should i go to get documents printed or photos taken?,snappy snaps
4280,9.0,intention reasoning,7.2,which store offers appointments for hairdressing services?,ann mckenna hairdressing
4283,3.0,intention reasoning,3.8,which license plates should i be aware of when parking near this intersection?,bgz 8428 and lf14 mfj
4283,5.0,intention reasoning,3.8,what's the phone number for kew electrical?,028 90 471727
4290,7.0,intention reasoning,5.5,where can i find the contact information for o'neill solicitors?,on the building sign next to the sidewalk on the left
4290,14.0,intention reasoning,8.8,which road should i search for job opportunities in northern ireland's tourism and hospitality industry?,careerscope.uk.net/ni
4290,15.0,intention reasoning,7.8,how can i identify the bus i'm looking to catch from the available vehicles?,the bus with the number 50 and 3124
4294,6.0,intention reasoning,5.5,which number should i call for inquiries about car rentals?,90 80 90 80
4296,8.0,intention reasoning,5.5,what number should i call for a cab from fona cab?,90 333 333
4296,11.0,intention reasoning,7.2,where should i search for more information to join the electricity discounts club?,search power ni today
4297,10.0,intention reasoning,7.2,can i find a parking space if i turn left onto dublin road?,yes
4297,13.0,intention reasoning,8.8,which building should i go to for banking services?,the building labeled danske bank on the right
4299,7.0,intention reasoning,5.5,what is the phone number i should call to contact kew electrical in belfast?,028 90 471727
4299,12.0,intention reasoning,8.8,how many vehicles are waiting at the red light in front of me?,3
4302,12.1,intention reasoning,8.8,which number should i call to rent the property in the building on the right?,mis claims
4302,12.2,intention reasoning,1.0,which number should i call to rent the property in the building on the right?,there’s no relevant company for claims assistance found here
4303,1.0,intention reasoning,2.2,which contact number should i call if i am interested in renting the property in the building on the right?,028 9023 3455
4303,2.0,intention reasoning,2.2,what should i do if i want to inquire about the availability of the property that has agreed status on the building on the right?,call 90 500 100
4305,15.0,intention reasoning,7.8,which establishment should i go to for a party in the city?,citigolf
4313,5.0,intention reasoning,3.8,can i cross the sidewalk now?,"no, as the traffic light for pedestrians shows red"
4313,8.0,intention reasoning,5.5,where can i find more information about the bbc's sports coverage?,check the billboard with this is our bbc and checking the sport
4313,13.0,intention reasoning,8.8,what information can i check with the bbc apart from sport?,"checking the news, weather and so on"
4355,4.0,intention reasoning,3.8,where can i find the musical les misérables?,queens theatre
4370,11.1,intention reasoning,7.2,what musicals are available tonight?,les misérables
4370,11.2,intention reasoning,0.2,what musicals are available tonight?,the lion king
4371,9.0,intention reasoning,7.2,which number should i call for bus driver vacancies?,0800 38 99 7 99
4373,1.0,intention reasoning,2.2,where can i find more information or book tickets for the crystal maze live experience?,the-crystal-maze.com
4374,2.0,intention reasoning,2.2,where can i get more information on finding a new apartment in this area?,at southbank-place.com
4374,5.0,intention reasoning,3.8,what has been written on the bus?,the original tour 
4376,5.1,intention reasoning,1.6,where can i find a place to eat?,the ship
4376,5.2,intention reasoning,9.8,where can i find a place to eat?,at cote brasserie or the ship just passed
4377,1.0,intention reasoning,2.2,where can i get my dry cleaning done quickly?,find the 1hr dry cleaning sign
4377,12.0,intention reasoning,8.8,what's the phone number to book a massage appointment  on this street?,020 7494 2277
4380,10.0,intention reasoning,7.2,where can i buy tickets to see the james acaster show?,at the vaudeville
4380,11.0,intention reasoning,7.2,what should i look out for to take bus number 176?,honk if you're hairy
4389,5.0,intention reasoning,3.8,what speed limit should i adhere to while driving?,30
4397,12.0,intention reasoning,8.8,which way do i need to go to find a taxi?,follow the taxis sign on the road
4403,2.0,intention reasoning,2.2,where can i get a haircut nearby?,the building with the liverpool barber shop sign on the left
4403,4.0,intention reasoning,3.8,"what kind of seafood does seagull's choice offer, and how can i find more information about their specials?",seafood;fresh lobsters and tatami wappers
4406,1.0,intention reasoning,2.2,what services does the genting casino offer?,"blackjack, roulette, slots"
4409,14.0,intention reasoning,8.8,which tattoo studio should i head to for a walk-in appointment?,dr. feelgood tattoo studio
4410,6.0,intention reasoning,5.5,can i park my car next to lunchdis?," yes, there are several parked cars "
4421,7.0,intention reasoning,5.5,what type of entertainment can i find at the parlour?,"cocktails, pizzas, live music"
4421,8.0,intention reasoning,5.5,which website should i visit if i want more information about the parlour?,www.parlourliverpool.co.uk
4422,2.0,intention reasoning,2.2,which store offers atm services for cash withdrawals?,cash
4422,5.0,intention reasoning,3.8,are there any specific traffic rules i need to be aware of ？,no right turn allowed
4433,5.0,intention reasoning,3.8,what are the places around here to drink?,good wine
4434,1.0,intention reasoning,2.2,which store should i enter to buy some art supplies?,art
4434,7.0,intention reasoning,5.5,what can i buy at mountain warehouse?,outdoor clothing and gear
4439,1.0,intention reasoning,2.2,what should i be aware of when i pass by this building?,be cautious of the overhanging building
4451,15.1,intention reasoning,7.8,what potential hazard should i be aware of ?,overhanging building
4451,15.2,intention reasoning,4.2,what potential hazard should i be aware of ?,long entry
4473,2.0,intention reasoning,2.2,is there allowed truck to procee  on this road?,"no, articulated vehicles are not allowed"
4482,8.0,intention reasoning,5.5,what should i be cautious of while driving ?,the word slow painted on the road
4484,2.0,intention reasoning,2.2,where can i find information about available prime retail space in the area?,lucent wi
4485,10.0,intention reasoning,7.2,which bus number should i take to get to victoria?,victoria 38
4490,3.0,intention reasoning,3.8,what services can i get from the mail boxes etc. store down the street?,obtain postal and shipping services
4490,8.0,intention reasoning,5.5,"which shop should i visit to send a parcel, and what services do they offer?","visit mail boxes etc. for sending parcels and they offer postal, courier, and mailbox services"
4495,5.0,intention reasoning,3.8,which bus can i take from here?,19
4495,12.0,intention reasoning,8.8,"if i wanted to go to the theater shown in the poster, which show would i be seeing?",harry potter
4496,3.0,intention reasoning,3.8,which bus number should i take to reach my destination?,19
4496,9.0,intention reasoning,7.2,"where can i find the metro fixings van currently, and what might they be delivering or picking up around here?","on the street near london trocadero, possibly delivering construction supplies"
4496,15.0,intention reasoning,7.8,which company should i look for to get construction fixings?,metro fixings
4506,8.0,intention reasoning,5.5,where can i withdraw money for free around here?,at the sign for free cash withdrawals.
4506,9.0,intention reasoning,7.2,what text around me indicates a delivery service when i'm looking for something to be delivered?,the text to your door suggests a delivery service
4507,12.0,intention reasoning,8.8,what name should i look for on the signs to find a steakhouse in this area?,angus
4508,13.0,intention reasoning,8.8,which restaurant should i go to for a steak dinner?,angus steakhouse
4509,1.0,intention reasoning,2.2,how can i contact o'hara edible oils based on the information i see for picking up something?,email: collections@oharaedibleoils.com
4509,9.1,intention reasoning,4.2,which company is responsible for civil duties here?,sedona civils
4509,9.2,intention reasoning,0.2,which company is responsible for civil duties here?,i can't find it
4509,12.0,intention reasoning,8.8,"which company do the maintenance and construction vans belong to, and what kind of work might they be performing in this area based on the text?","sedona civils, performing street lighting and civil engineering work"
4512,6.0,intention reasoning,5.5,which vehicle should i look for and what contact details should i refer to for information about the cleanliness of this street?,look for a street cleaning van with clean streets on it
4512,10.0,intention reasoning,7.2,how can i contact the helpline for assistance with commercial waste?,call the commercial waste helpline at 020 7641 6180
4512,12.1,intention reasoning,6.4,where can i report that the street cleaning van is not cleaning an area properly?,call the commercial waste helpline at 020 7641 6180
4512,12.2,intention reasoning,0.2,where can i report that the street cleaning van is not cleaning an area properly?,i can't find it
4512,13.0,intention reasoning,8.8,what should i be aware of regarding the traffic enforcement cameras?,you should be aware that traffic enforcement cameras are monitoring the street
4517,2.0,intention reasoning,2.2,which bus should i take to get on the 14?,the red double-decker bus
4523,2.0,intention reasoning,2.2,which bus should i take to head to stockwell?,stockwell 88
