video_id,question_id,timestamp (s),question_type,question,correct_answer
92e11a34-3faf-46ec-9205-3b576859d9fb,8,87.3,others,where can i find the home improvement supplies i need for my diy project?,wickes
a931f5d6-b1e0-4e44-9bce-8a3d46e2e1ff,8,84.8,others,where can i find the mcdonald’s logo?,on the window outside
aa5355d9-ea45-4443-8992-4ffc02a164ef,8,70.0,others,what brand of box is on the table?,dunkin’ munchkins
b70b0d3f-b6dd-4db4-9905-54694e792d1a,8,81.2,others,where was i standing when the clock showed 18:49:44?,in front of the tv
c08945bd-42dc-4fed-bd84-1b91c4cd0a22,8,113.0,others,what accessory is the person in the video wearing around their neck?,a green lanyard with an id badge
c4fbec86-7f54-42a3-8aec-854e57fec7dd,8,73.5,others,which product is being advertised on the tv during the red-themed segment?,livogen
d99bebc3-d969-43f2-ad24-ec8497ba367f,8,76.8,others,where is the double entry book keeping book placed in relation to my highlighters?,to the left of the highlighters
de54e5c6-711b-46a2-abeb-be8671870883,8,84.8,others,where can i find the vendor to buy the natural juice?,at the cart with the jugo natural sign
e14ab118-f823-4765-8bb9-b39621208266,8,88.5,others,where can i find information on building related topics?,build it
e1c7c4ef-c827-4c16-a5cd-3be1fdcb56ab,8,117.7,others,which text is written on the water bottle?,health
0354b658-b59e-476c-ac9d-739ee656bed0,9,114.3,others,are there any obstacles or vehicles in the parking lot that might make it difficult for me to walk to the kfc?,"yes, a parked car could be an obstacle"
2a528b39-79c3-4cdc-8479-5b49dca9fc38,9,128.0,others,where should i begin searching for the name willem?,petzl power crunch snack package
2bd18840-1d67-436e-9682-b5ceaec64e5e,9,132.8,others,what type of connection is the show?,emotional connection
45901a2b-a0e5-40ac-a9b5-de042d7190fb,9,138.5,others,which door do i use to enter the building at number 532?,the door with open double doors
4a5ce663-2c3b-4405-9128-34a743dbc7da,9,125.5,others,what are the names of corn brands?,loyal nora
4ece55be-b804-46f4-b785-4d9d26bf7eea,9,108.7,others,"i need some specialized equipment for my workshop project,which brand name on the tool chest should i look for?",snap-on
6277d55f-9d04-4eeb-b984-3891d8942232,9,137.8,others,"which item label mentions local crown tasty home fresh, and where is it positioned among the groceries?","the grocery bag, positioned amongst the other groceries"
740197ff-1fc4-41d0-a113-2eeb39f65cbc,9,118.3,others,which system is installed next to the black door with the notice sign?,cintas
de54e5c6-711b-46a2-abeb-be8671870883,9,108.2,others,which juice option should i choose to get a natural orange juice?,naranja
1078f660-8676-452e-8e30-5f3ebb18d281,10,148.7,others,what is the man wearing?,an orange shirt with the number 01
191926c3-63e9-4152-891a-c7231bec7c9a,10,110.8,others,which location features a coffee corner?,light bar
1e4ce899-0b37-44f2-9c89-dcd06c61a94f,10,112.5,others,why am i using a bag of lachkari kolam rice?,to use it as a platform to sort flowers
22a479e6-4054-4520-89a7-c7d068eadbe3,10,108.8,others,what channel is displaying on the laptop while i'm eating?,cctv
405e5d7b-d315-4837-af1b-7528b74d33f1,10,114.7,others,what are the color and image on the juice box next to me?,pink with an image of a cartoon character
52c0cf67-aabd-486d-b9be-42f452008200,10,115.2,others,what is the amount displayed on the tv screen when the contestant is shown during the game show?,"2,78,000"
5ad8ec9a-decc-4f59-a2d8-ccd43e06b296,10,111.8,others,what subject am i working on according to the text on the paper?,thai language
6aca3039-dd0a-4ff5-a514-d46e4fcfeeba,10,97.7,others,what types of traditional food are mentioned on the sign?,chicharrón
6b6f3bc9-bbcb-4117-8be6-1764a148d272,10,139.5,others,what brand of detergent am i using for this laundry?,vanish
99c05e92-99d1-4295-9db5-ef3eb7b530b1,10,113.5,others,what rule am i supposed to follow when playing this round?,follow the 5 second rule.
cdeb22f6-ad02-4915-99e1-1b621489ac44,10,109.8,others,where can i find the bud light poster in the room?,on the wall near a desk
dbb29f68-5e6d-4995-9704-7ccbfb80c1ea,10,109.2,others,which box is on top in my hand?,p-la
0b4529ac-5a4e-4d30-b6b6-c6504c509c0c,11,141.3,others,where might i get office rules?,on the notices on the wall near the entrance
15ab9312-9625-4acd-80cd-5a80b1f46153,11,111.2,others,which product in my workspace is associated with ap?,a white tube with a round cap
1a75a554-a5d8-445b-bea9-e595ac8bfd3f,11,127.5,others,which cup on the rack is specifically labeled as a great cup?,the cup on the left
1ae8e1d7-f031-4a2c-b5cc-14e119ef6f2d,11,115.3,others,which tools or devices are stored in the drawer under the equipment labeled iso-cide?,various metal clamps and a green screwdriver are stored in the drawer
bce4c05f-f499-446d-9922-cd0b373794ec,11,100.3,others,where can we find the no parking area?,near the sidewalk on the right side of the road
d99bebc3-d969-43f2-ad24-ec8497ba367f,11,110.2,others,which country's system book am i using?,india
de54e5c6-711b-46a2-abeb-be8671870883,11,108.2,others,which type of oranges are being sold at this cart?,jugo natural naranja
67620f92-ae2f-46e2-b24a-17196b8c6f75,12,131.2,others,"where do i place the pref labeled food item in the fridge, and does its packaging have any indication of its expiration date?",second shelf; no
6b6f3bc9-bbcb-4117-8be6-1764a148d272,12,138.5,others,which item on the counter can i use to treat a stubborn stain on my clothes?,vanish detergent
a987e8d9-78f2-43d6-8c3a-d2078944cabe,12,142.5,others,what appears to be the main topic or content based on the youtube video thumbnails and titles visible on the screen?,art tutorials and demonstrations
cdeb22f6-ad02-4915-99e1-1b621489ac44,12,147.0,others,which electronic devices are set up around the bud light poster?,"monitors, a computer, and desks"
de54e5c6-711b-46a2-abeb-be8671870883,12,107.2,others,what is written on the sign next to the orange juice machine?,jugo natural naranja
101628a9-37be-4555-99c0-589ced677ee6,13,145.2,others,what is on my right hand side?,the hot glue gun labeled 'eluohwa'
489e1929-b8ac-4793-9516-e9940b4751d7,13,148.2,others,where should i go to leave the room?,head towards the red exit sign near the top left corner
6389df83-0023-47c9-bad0-5ec960cfb219,13,140.3,others,what specific colors should i avoid to make sure it doesn't clash with the word love on the tablet cover?,bright white or yellow
81922514-6250-4039-bc44-5616d8372feb,13,147.3,others,what time is it in the scene when i'm holding my phone?,03:50:00
88bee3d8-1eac-449a-a638-0f3360ceb092,13,139.8,others,where is the hat with the adoas logo placed on the table?,next to the blue box
92e11a34-3faf-46ec-9205-3b576859d9fb,13,137.5,others,which building do i need to go to for storage services?,access storage
aa5355d9-ea45-4443-8992-4ffc02a164ef,13,129.5,others,what brand is my shirt from?,adventure
ca83b8b8-858a-49d1-9537-5b717d186cfe,13,123.2,others,where can i find the snap-on tools?,"next to the white door, at the table against the wall"
dbb29f68-5e6d-4995-9704-7ccbfb80c1ea,13,137.5,others,what is written on the label of the container?,p-lrpc
6aca3039-dd0a-4ff5-a514-d46e4fcfeeba,14,127.2,others,where is café de chonita in relation to the entrance archway in front of me?,to the right of the entrance archway
92e11a34-3faf-46ec-9205-3b576859d9fb,14,137.5,others,can you tell me the contact number for access storage?,0117 321 1222
9a9d1089-42c1-4f31-8064-baa07256af7f,14,140.5,others,"which program is open on the right screen, and what is being displayed on it?",a webpage with text in different sections
a931f5d6-b1e0-4e44-9bce-8a3d46e2e1ff,14,142.2,others,which team's abbreviation is on the shirt of the person i'm sitting with?,gac
bebd4e0f-72bb-47f2-9086-d26158449046,14,149.2,others,"which ladder am i using to reach the ceiling, and is it safe for this type of task?","you are using a werner ladder, and it is safe for this task"
ca83b8b8-858a-49d1-9537-5b717d186cfe,14,123.2,others,where can i find the snap-on wrenches i need for fixing my bike?,at the table labeled snap-on.
67620f92-ae2f-46e2-b24a-17196b8c6f75,15,131.2,others,which items are on the shelf with the label facing outwards?,a bag printed with fruits and vegetables
81922514-6250-4039-bc44-5616d8372feb,15,147.3,others,which application do i open on my phone after unlocking it?,email application
bce4c05f-f499-446d-9922-cd0b373794ec,15,147.3,others,"i want to try a dish called trucha, which eatery should i head to?",carbón y leña
055d64a4-e11c-40a1-adbf-bd969d026a25,1,25.3,shopping,what is the speed limit i need to follow while walking down this street?,30 km/h
0b8e9abf-6a6c-4f8c-8daa-c027c641a081,1,18.8,shopping,what is the price of the frosted donettes i am looking at?,2.49
0c60f909-13d1-42fb-889c-1f40a4b5b579,1,5.5,shopping,how do i sign up for the extra 20% off discount?,register for an account at this shop
0dcc2610-672b-4a18-93c1-4134a2054ca1,1,15.5,shopping,where can i see the offer for buying two items for $10?,on the glass door of the refrigerated section
102eecdb-6e05-4898-807b-8e8e78b7a059,1,21.5,shopping,which forms of payment are accepted in this store besides visa?,mastercard and american express
196e679f-91ff-4308-a565-470b8de2c8e9,1,21.2,shopping,what type of products can i expect to find in this shop?,electronics such as light bulbs and speakers
1b332cec-98c0-4428-bf7b-d6477235f025,1,4.2,shopping,what is the amount displayed on the cash register,0
1f869469-8e63-4959-a53d-45fd74e4f017,1,3.2,shopping,what brand is featured on the hoodie the person is wearing?,nike
2de9fa3a-d09f-45fa-b499-76699dab75ee,1,22.5,shopping,where can i find the drink deals for $5.75?,on the purple poster above the display case
312f4f0e-2f37-48a4-b521-67ccee41ffaa,1,18.3,shopping,where can i find the ‘cups’ in this store?,near the scott products
32306578-6733-4feb-aac3-3892c5993647,1,14.2,shopping,what are the store hours for tamimi markets?,7 am - 11 pm
3a4f4d5c-c8fa-4bb1-8e80-7c22cab54116,1,10.8,shopping,where can i find more information about the brand or collection named 1969 in this store?,check the labels and tags attached to the jeans for more information
3c9e4941-5514-43ad-8bf4-2999926e89a0,1,25.2,shopping,what are the sale items available in this store for $1?,sale items are marked with sale $1
3dfef34d-2a66-4e6f-b5e0-6eb33c813f57,1,18.2,shopping,what is the price for three house blend drinks?,5.75
40d5144b-12b8-4cb7-ae18-23c8c5a0daf0,1,19.3,shopping,what is the duration of the flash sale and how much discount is being offered?,"this weekend only, 25% off"
45c82d53-bb58-44a2-bfc4-a75ef59d8605,1,21.7,shopping,where can i find the haribo goldbears in the store?,next to the sour patch kids
48bd5e5f-825a-461a-a580-cd635b1f17bb,1,25.3,shopping,"what flavor of hippeas are available at $3.29, and are there any more flavors?","hippeas original, there are also hippeas sriracha"
51e6677f-4bce-4058-8652-a332e3a00cc2,1,16.7,shopping,which item in the deli section has chobani printed on it?,yogurt cup
59f57895-75d3-4966-85a6-a94261b32461,1,13.2,shopping,what is the prominent letter displayed on the wall?,the letter 'a'
5e12b005-d720-4ec9-b364-178bc0e4d336,1,16.8,shopping,what can i do to get an extra 20% off?,sign up
5f66a4a0-c5a7-4568-9885-8d34f973d0bb,1,15.5,shopping,which items in the store have a 2-for-$10 deal?,snacks on the shelf
64ec9375-288b-4e66-9b4a-6c35b3b582c1,1,2.3,shopping,what percentage discount is being offered in the flash sale?,0.25
6dc20dc0-60ec-47c6-b8e2-c383e0b5f4bc,1,4.8,shopping,how much do the pakistan mangoes cost per kilo?,one kilo of pakistan mangoes costs 9 sr
70087968-ee62-4443-8193-70c39b014f09,1,16.5,shopping,where can i find more details about the price of the shoes?,on the product listing on the mobile screen
843e21ec-d2bc-4f06-9fb6-6ad6cbe529d2,1,24.7,shopping,what size are the clothes?,medium
932e594c-3a41-4386-ade6-20dfa8febd54,1,27.2,shopping,which payment methods are accepted here?,"visa, mastercard, discover"
97ce24f3-6232-4aae-ab17-eef2c6491833,1,13.2,shopping,what is the passage directly in front of me?,aisle 10
99d2564a-8de6-4f9b-b61a-602ec60fe9b5,1,28.2,shopping,where can i find the 100 grand bars in the store?,on the top shelf next to the kitkat bigkat bars
9fde5115-c496-4ff5-a83d-92f347ab7a3d,1,22.2,shopping,what items are on sale in the store?,2 for $6
b85ebe9a-d77d-4a2e-ae90-dc3c99c37c11,1,17.8,shopping,"which drink is more expensive, monster or rockstar energy drink?",monster is more expensive
b8eb6b3e-927d-4486-9513-be8ba78a332d,1,21.2,shopping,what other beverage options are next to the iced tea dispenser?,french vanilla
c34e1701-74fa-4b3b-9058-32480847de16,1,24.3,shopping,"where can i find the planters nuts in this store, and how many containers are displayed on the right side of the shelf?","on the snack shelf, 5 containers"
c9a9d4fb-fa4e-4289-a81a-6e4045c54692,1,18.3,shopping,which brand of paper towels can i find in this store?,scott
cd8a8370-2da1-43f2-b003-c3e82dfd77a4,1,24.7,shopping,how much do the fresh flowers cost per bunch?,$5.00/bunch
0b8e9abf-6a6c-4f8c-8daa-c027c641a081,2,18.8,shopping,"where can i find the milano cookies, and how much do they cost?","top shelf on the right, $6.79"
0c60f909-13d1-42fb-889c-1f40a4b5b579,2,5.5,shopping,where can i find more details about the sign-up process for the discount?,on the sign in the store
0dcc2610-672b-4a18-93c1-4134a2054ca1,2,15.5,shopping,which section of the store has a $3.99 item displayed?,near the exit door on the left side
264193c2-1ce5-47da-8416-d850986e8530,2,27.5,shopping,"where in the store can i find the rxbar products, and how much is the green one?","on the left side of the open shelf near the entrance, and the green rxbar is $5.25"
3c9e4941-5514-43ad-8bf4-2999926e89a0,2,25.2,shopping,where is the caution sign located in relation to the checkout counter?,the caution sign is located to the right of the checkout counter
40d5144b-12b8-4cb7-ae18-23c8c5a0daf0,2,19.3,shopping,where are the new accessories displayed in stock that just arrived?,on the table labeled new accessories in stock and just arrived.
4f77f6b9-9409-45cb-804d-39497baa58ae,2,18.7,shopping,where is the atm located within the store?,next to the magazine rack near the window
57413dd6-45ff-41d0-a250-cd15b4227e83,2,9.2,shopping,which size label is closest to the pink background display?,xl
5e12b005-d720-4ec9-b364-178bc0e4d336,2,16.8,shopping,where can i access the wifi in this store?,near the sign
64e27cea-dac7-47d6-8174-d20f7b8e0a5c,2,21.2,shopping,where can i get iced tea from these dispensers?,the dispenser with the iced tea label
68d7182e-7e54-4492-af0c-2c6be0263a0d,2,10.3,shopping,"where can i find the eggplants, and what is their price per unit?","in the basket on the left, $0.38"
6dc20dc0-60ec-47c6-b8e2-c383e0b5f4bc,2,4.8,shopping,where can i find the avocados in this store?,the avocados are located beside the pakistan mangoes on the left
76595ea8-92b6-416a-8ea8-d93e05445140,2,10.7,shopping,what are the business hours for this place on friday?,am9：30-pm7：00
77d65e78-ec0d-40fa-8047-b5758809ed26,2,11.2,shopping,where can i find the items that are priced at $14.99 and $10.99?,posted on the wall
932e594c-3a41-4386-ade6-20dfa8febd54,2,27.2,shopping,how much does it cost to buy three of the monster energy drinks?,$5.75
99d2564a-8de6-4f9b-b61a-602ec60fe9b5,2,28.2,shopping,which type of candy bar is located directly below the kitkat bigkat bars?,musketeers bars
99d9f83d-f0be-467f-b8a8-cfd004e59703,2,19.7,shopping,what is the discount percentage offered during the sale this weekend?,25% off
9b470268-62c2-4240-91b8-7a2758dcf0fe,2,12.3,shopping,what are my options to buy something chocolate-flavored?,creme pie chocolate
9ca6e523-548b-4af9-867d-0aa38c65a0a4,2,17.7,shopping,which shelf has the bubly drinks and how many different flavors are available?,"top shelf, 6 flavors"
a6e66b85-532d-4d73-bc53-6740981166ac,2,10.8,shopping,where is the hand sanitizer located?,on the top left of the shelf and bottom shelf
b5043f82-8ff2-4760-8fe4-8da1d1c8f37f,2,26.2,shopping,where can i find the tamimi markets section for canned goods and other non-frozen items?,next to the frozen products section
b85ebe9a-d77d-4a2e-ae90-dc3c99c37c11,2,17.8,shopping,can i get two rockstar energy drinks for less than $5.00?,yes
b8eb6b3e-927d-4486-9513-be8ba78a332d,2,21.2,shopping,where do i press to get iced tea?,on the lever below the iced tea label
c34e1701-74fa-4b3b-9058-32480847de16,2,24.3,shopping,"what is the promotion for pizza, and how much does it cost for two?",2/$10.99
cf1c7dff-d8c6-44f8-9d48-9ffc443b3152,2,53.7,shopping,which items on my shopping list can i buy from this store?,magazines
001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,3,50.8,shopping,where can i find the bubly sparkling water cans in different flavors?,on the top shelf
0b8e9abf-6a6c-4f8c-8daa-c027c641a081,3,49.0,shopping,which snacks here would be good options that cost $1.25?,peppfarm tano
0f0d2135-4595-400c-8463-bee11d8dbb5d,3,49.0,shopping,where can i find hot beverages in this place?,look for the area labeled hot blend
1a2b5fde-00ee-4bd4-8a1a-15bf3a783629,3,55.3,shopping,what brand of creamer is being used?,coffee mate
3dfef34d-2a66-4e6f-b5e0-6eb33c813f57,3,51.5,shopping,which items are advertised at 2 for $3 in the display near the drinks?,bottled soda
429e2791-b050-4184-9837-de7c201f94c8,3,52.7,shopping,which beverages are available in the refrigerator next to the table?,pepsi
57413dd6-45ff-41d0-a250-cd15b4227e83,3,56.8,shopping,where i can find the medium-sized items among these clothes?,on the left side of the l section
595a45c2-1c49-4d13-b49c-8a29ce07a790,3,56.0,shopping,which door should i use to enter?,entrance
59f57895-75d3-4966-85a6-a94261b32461,3,84.2,shopping,what kind of store or display might this be based ona the items in front of the wall and the letter a?,an accessories store
77d65e78-ec0d-40fa-8047-b5758809ed26,3,48.5,shopping,which machine should i use to get a cold beverage at house blend?,the machine with orange and blue liquids
7dc164b0-a785-4f17-8283-0c11f1dd60ad,3,36.8,shopping,where can i find the section with the items that just arrived?,"on the counter, next to the belts"
95be0245-1465-49d1-b03c-bc45c6eb1ea4,3,102.2,shopping,where can i find the swedish fish packs in relation to the trident gum?,below the trident gum
99d2564a-8de6-4f9b-b61a-602ec60fe9b5,3,45.2,shopping,what brand names are visible in the candy aisle?,"musketeers, 100 grand, kitkat bigkat"
a6e66b85-532d-4d73-bc53-6740981166ac,3,60.7,shopping,what is the purpose of the products labeled hawthorne and cough?,they are for soothing coughs
b85ebe9a-d77d-4a2e-ae90-dc3c99c37c11,3,42.3,shopping,how much would it cost to buy one bottle each of sprite and diet coke?,3.94
b8eb6b3e-927d-4486-9513-be8ba78a332d,3,52.8,shopping,which dispenser would i use to get french vanilla flavored coffee?,the machine with the french vanilla text
c4a4663e-28a7-4d23-a609-d9d860ee4ea2,3,83.3,shopping,which candy options are present in the second row on the right side of the shelf?,twix and nestle crunch
cfa083d4-f503-4bd4-8550-af904e38a634,3,47.3,shopping,what benefits might i get by asking juniper for assistance?,get the extra 20% off
d2c6b32d-4eca-4df1-9846-cec3a75a97a2,3,51.7,shopping,where can i find the price of the vive paper towels?,on the top shelf next to the lay's sign
055d64a4-e11c-40a1-adbf-bd969d026a25,4,49.0,shopping,which business is renting out the property?,colonial
0dcc2610-672b-4a18-93c1-4134a2054ca1,4,57.0,shopping,what is the price per pound of the pears i'm looking at?,45¢/lb
102eecdb-6e05-4898-807b-8e8e78b7a059,4,54.3,shopping,which drink is available in a 12-pack for $11.49?,bud light
1a2b5fde-00ee-4bd4-8a1a-15bf3a783629,4,55.3,shopping,what kind of snack am i planning to serve?,tostitos chips
1f869469-8e63-4959-a53d-45fd74e4f017,4,42.5,shopping,which brand of peanut butter is available on the shelf?,jif
2149306d-4d80-40a1-a50f-24fbf9b88277,4,46.0,shopping,what is the price of the item i want to buy?,$8.99
23f95618-0ea4-4d66-b88d-f523aaeab2b7,4,50.3,shopping,what is the price promotion for all fresh baked goods?,2 for $5.00
264193c2-1ce5-47da-8416-d850986e8530,4,41.5,shopping,what is the price difference between the cup noodles and the tomyum soup bowl?,the price difference is $4.00
2722dcf8-bd21-47a4-9346-aa993939250c,4,41.3,shopping,which brand has more snacks?,lay’s
312f4f0e-2f37-48a4-b521-67ccee41ffaa,4,55.5,shopping,which product is on sale for 2 for $6?,burritos
32306578-6733-4feb-aac3-3892c5993647,4,51.8,shopping,what type of drinks are available in the refrigerated section on the left side?,pepsi
3311f1b2-495a-4712-9989-ef8519be3cc7,4,46.2,shopping,what items are included in the 25% off sale that i can consider adding to my shopping basket?,clothing items
3c9e4941-5514-43ad-8bf4-2999926e89a0,4,50.2,shopping,what blend of coffee is prominently advertised here?,house blend
3f8fc786-82fd-4c93-9270-e93d9526b0cc,4,48.5,shopping,what blend of coffee do they serve here?,house blend
45c82d53-bb58-44a2-bfc4-a75ef59d8605,4,55.5,shopping,what brand of gummy candy is available in the store?,trolli
57413dd6-45ff-41d0-a250-cd15b4227e83,4,56.8,shopping,where can i sign up to get the 20% off discount?,at the sign with sign up extra 20% off
59f57895-75d3-4966-85a6-a94261b32461,4,84.2,shopping,what percentage discount can i get on the items during this sale?,25% off
5e12b005-d720-4ec9-b364-178bc0e4d336,4,55.7,shopping,where can i find the sign for the flash sale?,near the mannequins
5f66a4a0-c5a7-4568-9885-8d34f973d0bb,4,57.0,shopping,what is the cost of the yellow pears per pound?,45 ¢/lb
68d7182e-7e54-4492-af0c-2c6be0263a0d,4,50.3,shopping,how much is the double-pack deal for fresh baked goods?,$5.00
71a1a187-8164-4b57-ac8a-87f1724fb971,4,84.2,shopping,what is the discount being offered on the items in the flash sale?,25% off
76595ea8-92b6-416a-8ea8-d93e05445140,4,54.7,shopping,which items are included in the flash sale with a 25% discount?,clothing items
77d65e78-ec0d-40fa-8047-b5758809ed26,4,48.5,shopping,what is the special offer on the sign at the checkout counter?,pick 5 for $8.00
7dc164b0-a785-4f17-8283-0c11f1dd60ad,4,36.8,shopping,which items are labeled as just arrived?,belts and ties
95be0245-1465-49d1-b03c-bc45c6eb1ea4,4,102.2,shopping,which drink do i pick up with my sandwich and snacks?,snapple
9b470268-62c2-4240-91b8-7a2758dcf0fe,4,43.3,shopping,where can i find the milky way chocolate bars?,on the middle shelf
9ca6e523-548b-4af9-867d-0aa38c65a0a4,4,50.8,shopping,"what are the options in the pick 5 for €8 offer, and where can i find it?",on the promotional board near the counter
b41ef7e7-17da-4cb6-86a4-745b79d8f910,4,59.2,shopping,what is the discount percentage i can get during the flash sale?,25% off
b8eb6b3e-927d-4486-9513-be8ba78a332d,4,52.8,shopping,where can i find the hi-chew candies?,to the left of the life savers gummies
c0022559-fa6b-4efa-b6f4-4c37e747f99d,4,49.3,shopping,how much do i need to withdraw from the atm to buy a bunch of fresh flowers?,5
c34e1701-74fa-4b3b-9058-32480847de16,4,46.7,shopping,what does the pick 5 offer include?,assorted items for $8.00
c4bdfb22-e10a-49a0-a8fe-60ec2b966b56,4,57.5,shopping,which breakfast cereal is priced at 2 for $6?,chex mix
cd8a8370-2da1-43f2-b003-c3e82dfd77a4,4,47.0,shopping,what other snack options do i have besides oreo?,ranch
cf1c7dff-d8c6-44f8-9d48-9ffc443b3152,4,78.5,shopping,what is the title of the magazine with a focus on gardening and recipes for dishes that feature full flavor?,better homes and gardens
0b8e9abf-6a6c-4f8c-8daa-c027c641a081,5,49.0,shopping,which two items can be bought for $10.99?,pizza
0dcc2610-672b-4a18-93c1-4134a2054ca1,5,57.0,shopping,how much are the items in the basket to the right of the eggplants priced?,38
102eecdb-6e05-4898-807b-8e8e78b7a059,5,54.3,shopping,how much does it cost to buy two large pizzas here?,$10.99
23f95618-0ea4-4d66-b88d-f523aaeab2b7,5,50.3,shopping,which item is priced at $14.99 in this store?,a pack of michelob ultra
264193c2-1ce5-47da-8416-d850986e8530,5,41.5,shopping,where can i find the soy sauce and what is its price?,soy sauce is found on the top shelf and it costs $4.25
2722dcf8-bd21-47a4-9346-aa993939250c,5,41.3,shopping,where can i find the oberto beef jerky in this store?,next to the planters
2de9fa3a-d09f-45fa-b499-76699dab75ee,5,49.0,shopping,"which beverage package deal is available, and how much does it cost?",3 for $5.75
32306578-6733-4feb-aac3-3892c5993647,5,51.8,shopping,which brand of bottled water is stocked in large quantities on the floor stack?,aquafina
3311f1b2-495a-4712-9989-ef8519be3cc7,5,46.2,shopping,which sections or racks in the store have items eligible for the 25% off discount?,"the racks with clothing items, visible in the reflection"
3a4f4d5c-c8fa-4bb1-8e80-7c22cab54116,5,79.7,shopping,which brand is prominently displayed on the shirts?,rvca
429e2791-b050-4184-9837-de7c201f94c8,5,52.7,shopping,where can i find the house blend coffee in this store?,on the counter near the back
57413dd6-45ff-41d0-a250-cd15b4227e83,5,56.8,shopping,where is the wife brand in the store?,under the red discount sign
59f57895-75d3-4966-85a6-a94261b32461,5,84.2,shopping,which section of the store should i go to find the items that are 25% off?,flash sale section
5e12b005-d720-4ec9-b364-178bc0e4d336,5,55.7,shopping,which products seem to be part of the flash sale?,clothes and shoes
5f66a4a0-c5a7-4568-9885-8d34f973d0bb,5,57.0,shopping,where can i find information on any sale or discount ?,3.99 sign
64e27cea-dac7-47d6-8174-d20f7b8e0a5c,5,52.8,shopping,"what kinds of gummies can i choose from on the shelf, and where are they displayed?","lifesavers gummies, on the right side middle section"
64ec9375-288b-4e66-9b4a-6c35b3b582c1,5,85.8,shopping,which candies are located directly to the left of the twix bars?,baby ruth
70087968-ee62-4443-8193-70c39b014f09,5,57.5,shopping,where can i find the items that are on sale for 2 for $6?,"middle shelf, center"
77d65e78-ec0d-40fa-8047-b5758809ed26,5,48.5,shopping,how much do i need to pay to pick five items as per the deal displayed?,8
843e21ec-d2bc-4f06-9fb6-6ad6cbe529d2,5,52.3,shopping,where can i find the medium-sized clothes among these options?,near the middle of the rack
950157a9-c258-453a-8e15-8c88abc43ba8,5,55.0,shopping,"what brand offers a saving of 75¢, and where in the store is it located?","scott, near the ceiling"
9b470268-62c2-4240-91b8-7a2758dcf0fe,5,43.3,shopping,how many flavors does milkly way have?,2
b1c71e68-f8f1-475a-9237-4c040a6ea586,5,53.3,shopping,which product that mentions 2/$5?,lay’s
b41ef7e7-17da-4cb6-86a4-745b79d8f910,5,59.2,shopping,which event is offering a discount of 25% on selected items?,flash sale
b5043f82-8ff2-4760-8fe4-8da1d1c8f37f,5,52.0,shopping,which direction should i go to reach the beverage center?,straight ahead past the yogurt
b8eb6b3e-927d-4486-9513-be8ba78a332d,5,52.8,shopping,which candies are displayed to the left of the airheads soft filled bites?,swedish fish
c0022559-fa6b-4efa-b6f4-4c37e747f99d,5,49.3,shopping,where can i find the atm at this location to get some cash?,near the flowers
c4a4663e-28a7-4d23-a609-d9d860ee4ea2,5,83.3,shopping,where can i find the coffee that is priced at 2 for $6?,middle shelf on left
c9a9d4fb-fa4e-4289-a81a-6e4045c54692,5,55.5,shopping,how much does the easy mac cost?,2 for $6
cd8a8370-2da1-43f2-b003-c3e82dfd77a4,5,47.0,shopping,where can i find more flavors or variations of snacks ranch?,on the same aisle of snack crackers
cf1c7dff-d8c6-44f8-9d48-9ffc443b3152,5,78.5,shopping,where can i find information about the latest trends and news in the fashion industry among the magazines shown?,the magazine featuring kristen stewart on the cover
cfa083d4-f503-4bd4-8550-af904e38a634,5,47.3,shopping,what items are included in the extra 20% off sale?,items hanging on the wall with the sign
d914bc28-ab46-405b-a99e-0a7d943cd2aa,5,47.0,shopping,which items are being promoted with a 3 for $5.75 deal?,canned beverages
0dcc2610-672b-4a18-93c1-4134a2054ca1,6,73.7,shopping,which item in the store is priced at $3.99?,the item in the blue sign
1a2b5fde-00ee-4bd4-8a1a-15bf3a783629,6,82.5,shopping,which size of chips do i get?,party size
1f869469-8e63-4959-a53d-45fd74e4f017,6,74.5,shopping,"are there any frito-lay products available, and what type are they?",yes and they are cup packs
23f95618-0ea4-4d66-b88d-f523aaeab2b7,6,86.5,shopping,"are there any promotions for purchasing two bottles of soda, and what is the cost?","yes, 2 for $3.50"
2722dcf8-bd21-47a4-9346-aa993939250c,6,81.0,shopping,what kind of chips are located to the left of the lay’s chips?,doritos
3311f1b2-495a-4712-9989-ef8519be3cc7,6,71.3,shopping,where can i find more information about the terms and conditions of this discount based on the 25% off sign?,on the sign itself
3a4f4d5c-c8fa-4bb1-8e80-7c22cab54116,6,101.0,shopping,how many shirts with the text rvca do i examine?,i examine three shirts with the text rvca
3dfef34d-2a66-4e6f-b5e0-6eb33c813f57,6,80.7,shopping,"which item has the tag 14, and where is it located?","a product on the shelf, towards the right side"
59f57895-75d3-4966-85a6-a94261b32461,6,115.3,shopping,where can i find out more details about the flash sale?,on the sign with the text flash sale
68d7182e-7e54-4492-af0c-2c6be0263a0d,6,86.5,shopping,which beverages are included in the 2 for $3.50 deal?,"coca-cola, pepsi, dr. pepper"
6dc20dc0-60ec-47c6-b8e2-c383e0b5f4bc,6,63.5,shopping,where can i find the hazelbaklava boxes?,on the shelves
70087968-ee62-4443-8193-70c39b014f09,6,83.2,shopping,which two brands of cereal are placed on the bottom shelf?,rice krispies and chex
